	location	address	adname	cityname	id	importance	name	pname	tel	type	typecode	经	纬	keywords
571	117.285731,34.211226	普陀路绿地商务城商业3号楼1-117号	云龙区	徐州市	B0FFIBEETT	[]	纽约克披萨	江苏省	13372226545	餐饮服务;快餐厅;快餐厅	050300	117.285731	34.211226	海底世界
572	116.381239,23.552585	十一号街沟口市场附近	榕城区	揭阳市	B0FFGPCM7H	[]	黛芙妮私房烘焙	广东省	13421120000	餐饮服务;糕饼店;糕饼店	050800	116.381239	23.552585	海底世界
573	121.573051,38.879553	中山路608-6号圣亚海洋世界圣亚深海传奇内	沙河口区	大连市	B0FFG1P8SF	[]	星海公园-海底火山	辽宁省	[]	风景名胜;风景名胜;风景名胜	110200	121.573051	38.879553	海底世界
574	120.445157,36.069375	东海东路56号1层56-19号	崂山区	青岛市	B02140YARP	[]	很多人咖啡(极地海洋世界店)	山东省	0532-55719118	餐饮服务;咖啡厅;咖啡厅	050500	120.445157	36.069375	海底世界
575	117.317236,31.797992	哈尔滨路包河苑菜市场大门向西第五间门面	包河区	合肥市	B0FFHI1TAK	[]	柒爱烘焙甜品屋(包河苑店)	安徽省	15385139460	餐饮服务;餐饮相关场所;餐饮相关	050000	117.317236	31.797992	海底世界
576	121.571172,38.878283	中山路608-6-9号圣亚海洋世界主馆内	沙河口区	大连市	B0FFG1YSF2	[]	星海公园-海底飞碟	辽宁省	[]	风景名胜;风景名胜相关;旅游景点	110000	121.571172	38.878283	海底世界
577	116.795384,33.956341	相南街道孟山北路中泰广场三楼	相山区	淮北市	B0FFGT6NKP	[]	精灵王国儿童主题餐厅(中泰广场店)	安徽省	0561-2191522;13665612121	餐饮服务;快餐厅;快餐厅	050300	116.795384	33.956341	海底世界
578	120.443059,36.069871	极地海洋世界东海东路60号(极地海洋世界院内KFC对面)	崂山区	青岛市	B02140Y665	[]	美国加州牛肉面大王(极地海洋世界店)	山东省	0532-80820538;18669731076	餐饮服务;快餐厅;快餐厅	050300	120.443059	36.069871	海底世界
579	114.281862,30.663826	宏图大道6号	东西湖区	武汉市	B0FFFF41OV	[]	速8酒店(极地海洋世界店)	湖北省	027-83966337;4001840018;027-83966339	住宿服务;宾馆酒店;经济型连锁酒店	100105	114.281862	30.663826	海底世界
580	114.279760,30.664997	宏图路附近	东西湖区	武汉市	B0FFG8ALQH	[]	和记鲶鱼(极地海洋世界店)	湖北省	027-63371397	餐饮服务;中餐厅;海鲜酒楼	050119	114.279760	30.664997	海底世界
581	121.636201,38.917468	解放路3-5号中山大酒店2楼(大商男店对面)	中山区	大连市	B0FFF66VDY	[]	3HB	辽宁省	0411-82677772;0411-82812888	餐饮服务;快餐厅;快餐厅	050300	121.636201	38.917468	海底世界
582	104.074317,30.493281	天府大道南段2039号9-1-44号	双流区	成都市	B0FFFGY28O	[]	川北凉粉(海洋世界店)	四川省	13258324427;18010614829	餐饮服务;中餐厅;中餐厅	050100	104.074317	30.493281	海底世界
583	112.284333,30.348710	红门路118号附近	沙市区	荆州市	B0FFIG7WVE	[]	荆州吉楚酒店(海洋世界店)	湖北省	0716-8856555	住宿服务;宾馆酒店;经济型连锁酒店	100105	112.284333	30.348710	海底世界
584	121.571834,38.879617	中山路608-8号鲸MALL内	沙河口区	大连市	B0FFHXBJPU	[]	肯德基(海洋世界餐厅)	辽宁省	4008823823	餐饮服务;快餐厅;快餐厅	050300	121.571834	38.879617	海底世界
585	119.793147,33.469635	湖中南路203-3号	建湖县	盐城市	B020319DK6	[]	欢乐宝典时尚休闲茶餐厅(冰壶中式快餐)	江苏省	0515-86230368;13814355766	餐饮服务;快餐厅;茶餐厅	050305	119.793147	33.469635	海底世界
586	118.714275,32.006230	奥体大街199号金马郦城19幢104号(壹道咖啡旁)	建邺区	南京市	B0FFHC1NMZ	[]	景羽凡の丝袜奶茶铺(金马郦城店)	江苏省	13222793626	餐饮服务;冷饮店;冷饮店	050700	118.714275	32.006230	海底世界
587	120.443325,36.069703	东海中路60号极地海洋世界	崂山区	青岛市	B0FFI2OHYA	[]	尽道面(极地海洋世界店)	山东省	18765241222	餐饮服务;中餐厅;中餐厅	050100	120.443325	36.069703	海底世界
588	120.427844,36.064628	海口路33号麦岛家园12号楼1407室	崂山区	青岛市	B0FFH02YNG	[]	青岛紫云亭民宿(极地海洋世界店)	山东省	18561380383;18953299273	住宿服务;住宿服务相关;住宿服务相关	100000	120.427844	36.064628	海底世界
589	120.745523,37.825117	海港路80号(海洋极地世界对面)	蓬莱市	烟台市	B0FFFTYU4O	[]	莫泰168(蓬莱极地海洋世界店)	山东省	0535-3464788;0535-3464766	住宿服务;住宿服务相关;住宿服务相关	100000	120.745523	37.825117	海底世界
590	114.277134,30.664515	金银潭大道96号海昌武汉极地海洋世界	东西湖区	武汉市	B0FFF9S101	[]	蟹天下(武汉极地海洋世界店)	湖北省	027-59755588;027-59755566	餐饮服务;中餐厅;海鲜酒楼	050119	114.277134	30.664515	海底世界
591	120.438049,36.075832	青大三路67号	崂山区	青岛市	B0FFFWMY0L	[]	7天酒店(香港东路极地海洋世界店)	山东省	0532-55671277;13210066937	住宿服务;宾馆酒店;经济型连锁酒店	100105	120.438049	36.075832	海底世界
592	120.445070,36.079470	香港东路81号亚麦山庄8号楼2单元201室(近海川路)	崂山区	青岛市	B0FFG59T7M	[]	看海度假公寓(青岛极地海洋世界店)	山东省	13963910144	住宿服务;住宿服务相关;住宿服务相关	100000	120.445070	36.079470	海底世界
593	120.441641,36.068151	东海东路58号极地海洋世界院内二期(极地金岸娱乐港)E座8号楼	崂山区	青岛市	B0FFFVK0CK	[]	爱悦水晶主题酒店(极地海洋世界店)	山东省	0532-66016999	住宿服务;宾馆酒店;宾馆酒店	100100	120.441641	36.068151	海底世界
594	119.953140,31.764699	兰陵北路999号九洲新世界6层海底捞火锅	天宁区	常州市	B0FFGKNQHD	[]	海底捞火锅(九洲新世界店)	江苏省	0519-83993677;0519-83999677	餐饮服务;餐饮相关场所;餐饮相关	050000	119.953140	31.764699	海底世界
595	120.446381,36.080441	荣美御园	崂山区	青岛市	B0FFI30IL1	[]	青岛临近极地海洋世界石老人香港中路叠拼别墅	山东省	[]	风景名胜;风景名胜相关;旅游景点	110000	120.446381	36.080441	海底世界
596	120.440603,36.066985	东海东路58号(极地海洋世界西200米)	崂山区	青岛市	B0FFHWL1OO	[]	华驿易居酒店(青岛极地海洋世界店)	山东省	0532-83733777	住宿服务;住宿服务相关;住宿服务相关	100000	120.440603	36.066985	海底世界
597	120.443458,36.069786	东海东路60号极地海洋世界院内	崂山区	青岛市	B0FFGA8L70	[]	圣瓦伦丁圣家厨房(极地海洋世界总店)	山东省	0532-82860566	餐饮服务;中餐厅;中餐厅	050100	120.443458	36.069786	海底世界
598	114.273514,30.676082	宏图路金银潭现代城B7栋	东西湖区	武汉市	B0FFHU1Z8F	[]	都市公寓酒店(极地海洋世界店)	湖北省	027-88511520	住宿服务;宾馆酒店;宾馆酒店	100100	114.273514	30.676082	海底世界
599	114.277880,30.664176	金银潭大道96号	东西湖区	武汉市	B0FFFX3KPW	[]	海风情假日酒店(极地海洋世界园区店)	湖北省	027-85685888	住宿服务;宾馆酒店;宾馆酒店	100100	114.277880	30.664176	海底世界
600	120.745532,37.825113	海港路80号	蓬莱市	烟台市	B0FFF6WILF	[]	如家快捷酒店(蓬莱海洋极地世界店)	山东省	0535-3464766;0535-3464788;13697627312	住宿服务;宾馆酒店;经济型连锁酒店	100105	120.745532	37.825113	海底世界
601	114.287396,30.666334	金银潭大道与银谭路交汇处南行400米路东	东西湖区	武汉市	B0FFHWOD1X	[]	豪庭酒店(武汉海昌·极地海洋世界店)	湖北省	027-86869888;17764013568	住宿服务;宾馆酒店;宾馆酒店	100100	114.287396	30.666334	海底世界
602	120.722387,33.224713	大丰港区工业二大道8号	大丰区	盐城市	B0FFI0BRM9	[]	格林豪泰酒店(大丰港海洋世界店)	江苏省	0515-87101777	住宿服务;宾馆酒店;经济型连锁酒店	100105	120.722387	33.224713	海底世界
603	119.952226,30.263658	余杭街道西城时代家园39-6	余杭区	杭州市	B0FFH80M8M	[]	蒂丽雪丝西饼屋(西城时代家园店)	浙江省	13854658723	餐饮服务;糕饼店;糕饼店	050800	119.952226	30.263658	海底世界
604	120.449219,36.076085	东海东路73号(石苑别墅小区内)	崂山区	青岛市	B0FFG6ZYTT	[]	尚客优骏怡连锁酒店(青岛极地海洋世界店)	山东省	0532-85969500;4006456999	住宿服务;宾馆酒店;宾馆酒店	100100	120.449219	36.076085	海底世界
605	104.080983,30.490757	海昌路314号	双流区	成都市	B0FFI1EYR7	[]	第一佳大鸡排(海昌极地海洋世界店)	四川省	18583089781	餐饮服务;餐饮相关场所;餐饮相关	050000	104.080983	30.490757	海底世界
606	120.444418,36.077530	香港东路79号(海川路香港东路交叉口附近)	崂山区	青岛市	B0FFH011PC	[]	青岛逐梦号民宿(极地海洋世界店)	山东省	18661777591	住宿服务;住宿服务相关;住宿服务相关	100000	120.444418	36.077530	海底世界
607	117.661275,39.010772	中心商务区塘沽海洋馆后面	滨海新区	天津市	B0FFGJ25NI	[]	丽枫酒店(天津滨海新区海洋世界店)(装修中)	天津市	[]	住宿服务;宾馆酒店;宾馆酒店	100100	117.661275	39.010772	海底世界
608	117.664298,39.008043	响螺湾中心商务区极地海洋馆东200米极地广场	滨海新区	天津市	B0FFI77LJ8	[]	十八酒坊(极地海洋世界店)	天津市	022-65616165	购物服务;购物相关场所;购物相关场所	060000	117.664298	39.008043	海底世界
609	120.440367,36.067133	东海东路58号极地海洋世界西门极地金岸娱乐港海边码头旁	崂山区	青岛市	B0FFGQHEI0	[]	青岛避风码头(青年旅舍极地海洋世界店)	山东省	0532-86688333	餐饮服务;咖啡厅;咖啡厅	050500	120.440367	36.067133	海底世界
610	114.279398,30.672199	宏图路武汉客厅F座8层17室地铁2、3号线B出口(紧邻武汉极地海洋世界,地铁2号3号线,B出口)	东西湖区	武汉市	B0FFGWE9T1	[]	尚谷德颂造型工作室(极地海洋世界店)	湖北省	13487087885;027-63370194;18571630171	生活服务;美容美发店;美容美发店	071100	114.279398	30.672199	海底世界
611	121.571298,38.878291	中山路608-6-8号(星海广场西500米,星海公园内)圣亚海洋世界内	沙河口区	大连市	B0FFI9TF7Z	[]	星海公园-海底飞行器	辽宁省	[]	风景名胜;风景名胜;风景名胜	110200	121.571298	38.878291	海底世界
612	118.845298,32.054149	四方城8号南京海底世界	玄武区	南京市	B0FFFFK9ZR	[]	南京海底世界-洪氏环企鹅	江苏省	[]	风景名胜;风景名胜;风景名胜	110200	118.845298	32.054149	海底世界
613	120.335896,36.056670	莱阳路1-2	市南区	青岛市	B02140YTE2	[]	青岛海底世界-海洋生物馆	山东省	0532-82892187	风景名胜;风景名胜;风景名胜	110200	120.335896	36.056670	海底世界
614	108.980453,34.215223	北池头一路与芙蓉东路交叉口	雁塔区	西安市	B001D1058R	[]	曲江海洋极地公园	陕西省	029-85517317;029-85517307	风景名胜;公园广场;水族馆	110104	108.980453	34.215223	海底世界
615	120.385115,31.217054	太湖国家旅游度假区环太湖大道28号	吴中区	苏州市	B02001687O	[]	苏州海洋馆-太湖水世界	江苏省	[]	风景名胜;公园广场;水族馆	110104	120.385115	31.217054	海底世界
616	120.249762,31.520801	蠡湖中央公园海底世界	滨湖区	无锡市	B01FE0IV73	[]	蠡湖中央公园-升秦海洋水族馆	江苏省	0510-85136477	风景名胜;公园广场;水族馆	110104	120.249762	31.520801	海底世界
617	120.504295,30.077986	湖中路78-82号(玉兰花园一期东门)	柯桥区	绍兴市	B0FFGP0D93	[]	茶的海洋器的世界茶博汇	浙江省	0575-85651525;18106881525	餐饮服务;茶艺馆;茶艺馆	050600	120.504295	30.077986	海底世界
618	121.674440,38.877635	滨海中路9号大连老虎滩海洋公园珊瑚馆	中山区	大连市	B0FFFOYZLT	[]	大连老虎滩海洋公园-微观世界	辽宁省	[]	风景名胜;风景名胜相关;旅游景点	110000	121.674440	38.877635	海底世界
619	123.431878,41.791595	大西街道青年大街166号电业园B座门市-北极世界海鲜(青年大街地铁口C口、青年大街农业银行)	沈河区	沈阳市	B00181BG0V	[]	北极世界海鲜(沈河店)	辽宁省	4000903919	购物服务;综合市场;水产海鲜市场	060706	123.431878	41.791595	海底世界
620	104.074959,30.491538	海昌路97号	双流区	成都市	B0FFFGYO13	[]	海洋公园停车场	四川省	[]	交通设施服务;停车场;公共停车场	150904	104.074959	30.491538	海底世界
621	118.313176,35.058290	五路与银雀山路交汇处南200米路东	兰山区	临沂市	B0FFHLPDT3	[]	凯洋世界海鲜(山东临沂专卖店)	山东省	[]	购物服务;综合市场;水产海鲜市场	060706	118.313176	35.058290	海底世界
622	121.491841,31.254550	溧阳路611号1933老场坊	虹口区	上海市	B0FFF76GN1	[]	首届动漫海洋堂-世界美术馆手办艺术展	上海市	[]	科教文化服务;科教文化场所;科教文化场所	140000	121.491841	31.254550	海底世界
623	119.562442,39.906782	河滨路新奥海底世界	海港区	秦皇岛市	B0FFHWYCN4	[]	金梦海湾便民餐厅	河北省	[]	餐饮服务;中餐厅;中餐厅	050100	119.562442	39.906782	海底世界
624	118.845308,32.054150	四方城8号南京海底世界	玄武区	南京市	B0FFFFDYJN	[]	南京海底世界-海底探险	江苏省	025-84441119	风景名胜;风景名胜;风景名胜	110200	118.845308	32.054150	海底世界
625	120.334514,36.055952	莱阳路4号(近海军博物馆)	市南区	青岛市	B0FFF3NRX3	[]	青岛海底世界-青岛水族馆	山东省	0532-82866614	风景名胜;公园广场;水族馆	110104	120.334514	36.055952	海底世界
626	118.845292,32.054144	四方城8号南京海底世界	玄武区	南京市	B0FFFF6MP8	[]	南京海底世界-帝企鹅	江苏省	[]	风景名胜;风景名胜相关;旅游景点	110000	118.845292	32.054144	海底世界
627	113.304471,23.143807	先烈中路120号动物园内(近动物园公交总站)	越秀区	广州市	B00140UFBP	[]	广州动物园-广州海洋馆	广东省	020-37660250;020-37660884	风景名胜;公园广场;水族馆	110104	113.304471	23.143807	海底世界
628	120.156086,30.234824	南山路61-1号附近	上城区	杭州市	B0FFHO4OVH	[]	杭州海底世界公共厕所	浙江省	[]	公共设施;公共厕所;公共厕所	200300	120.156086	30.234824	海底世界
629	120.745302,37.825456	海港路80号	蓬莱市	烟台市	B0FFFALEZI	[]	金港湾大饭店(海洋极地世界店)	山东省	0535-5832299;0535-5832277	住宿服务;宾馆酒店;宾馆酒店	100100	120.745302	37.825456	海底世界
630	120.74333,37.80801	港南路66号	蓬莱市	烟台市	B0FFG642MR	[]	美一天精品酒店(海洋极地世界店)	山东省	0535-5815888;18053569717	住宿服务;宾馆酒店;四星级宾馆	100103	120.74333	37.80801	海底世界
631	118.845282,32.054142	四方城8号南京海底世界	玄武区	南京市	B0FFFFKUUP	[]	南京海底世界-北极狐	江苏省	[]	风景名胜;风景名胜;风景名胜	110200	118.845282	32.054142	海底世界
632	114.277830,30.664912	将军路金潭大道极地海洋世界旁	东西湖区	武汉市	B0FFF3TCZJ	[]	东方鼎食(极地海洋馆店)	湖北省	027-83239833;027-83235677;13297918389	餐饮服务;中餐厅;中餐厅	050100	114.277830	30.664912	海底世界
633	116.306992,39.919217	西三环中路11号(玉渊潭公园对面)	海淀区	北京市	B000A7JEXW	[]	中央电视塔	北京市	010-68450715;010-88416232	风景名胜;风景名胜;国家级景点|科教文化服务;传媒机构;电视台	110202|141101	116.306992	39.919217	海底世界
634	118.845300,32.054144	四方城8号南京海底世界	玄武区	南京市	B0FFFFK5VF	[]	南京海底世界-北极狼	江苏省	[]	风景名胜;风景名胜相关;旅游景点	110000	118.845300	32.054144	海底世界
635	118.845300,32.054155	四方城8号南京海底世界内	玄武区	南京市	B0FFHF6DVD	[]	南京海底世界-热带雨林	江苏省	[]	风景名胜;风景名胜相关;旅游景点	110000	118.845300	32.054155	海底世界
636	118.844637,32.052274	钟山风景区海底世界旁	玄武区	南京市	B0FFIEE2IC	[]	中山故事馆	江苏省	18912698698	风景名胜;风景名胜;风景名胜	110200	118.844637	32.052274	海底世界
637	116.497169,31.746767	解放南路浙东商贸城C区一层风情女人街70号	金安区	六安市	B0FFGZ30TO	[]	华乐琴行(海洋大世界形象店)	安徽省	15385938771	购物服务;专卖店;专营店	061200	116.497169	31.746767	海底世界
638	121.570975,38.878581	中山路608-6号圣亚海洋世界圣亚珊瑚世界内	沙河口区	大连市	B0FFG26Y56	[]	大连海域海洋生物特展	辽宁省	[]	风景名胜;风景名胜;风景名胜	110200	121.570975	38.878581	海底世界
639	113.055122,28.232141	长沙世界之窗长沙海底世界	开福区	长沙市	B0FFHRA9L2	[]	口口香大饭店	湖南省	13487579856	餐饮服务;餐饮相关场所;餐饮相关	050000	113.055122	28.232141	海底世界
640	109.656461,18.232889	吉阳镇亚龙湾海底世界	吉阳区	三亚市	B0FFFWVQ2X	[]	椰香超市	海南省	[]	购物服务;超级市场;超市	060400	109.656461	18.232889	海底世界
641	114.405899,30.506490	光谷世界城广场5楼海底捞门口	洪山区	武汉市	B0FFI7MN8P	[]	玩美世界	湖北省	[]	购物服务;购物相关场所;购物相关场所	060000	114.405899	30.506490	海底世界
642	120.441504,36.067930	东海东路58号(近极地海洋世界)	崂山区	青岛市	B0FFFA0XTV	[]	艾多奇趣世界	山东省	[]	体育休闲服务;娱乐场所;娱乐场所	080300	120.441504	36.067930	海底世界
643	108.332313,22.826589	民主路北三里与民主路北二里交叉口西200米南宁海底世界附近	兴宁区	南宁市	B0303078OK	[]	海狮表演馆	广西壮族自治区	15577167966	体育休闲服务;影剧院;剧场	080603	108.332313	22.826589	海底世界
644	120.336678,36.057388	莱阳路2号青岛海底世界内	市南区	青岛市	B0FFG29IIU	[]	海洋实验室	山东省	[]	科教文化服务;科研机构;科研机构	141300	120.336678	36.057388	海底世界
645	116.446575,39.928283	工人体育场南门内(富国海底世界旁)	朝阳区	北京市	B000A7O31C	[]	唐廊·餐厅(工体店)	北京市	010-65011166;010-65016969	餐饮服务;中餐厅;中餐厅	050100	116.446575	39.928283	海底世界
646	116.306335,39.918930	西三环中路11号中央广播电视塔太平洋海底世界博览馆内	海淀区	北京市	B0FFIL953O	[]	中央电视塔-水母区	北京市	[]	风景名胜;公园广场;水族馆	110104	116.306335	39.918930	海底世界
647	116.306335,39.918930	西三环中路11号中央广播电视塔太平洋海底世界博览馆内	海淀区	北京市	B0FFFDOZBM	[]	中央电视塔-海狮表演	北京市	[]	风景名胜;公园广场;水族馆	110104	116.306335	39.918930	海底世界
648	116.306335,39.918930	西三环中路11号中央广播电视塔太平洋海底世界博览馆内	海淀区	北京市	B0FFFDIGP2	[]	洪氏环企鹅(企鹅馆)	北京市	[]	风景名胜;公园广场;水族馆	110104	116.306335	39.918930	海底世界
649	123.741331,41.867037	沈抚公路3号附近	望花区	抚顺市	B001816EY3	[]	皇家海洋乐园售票大厅	辽宁省	[]	生活服务;售票处;公园景点售票处	070306	123.741331	41.867037	海底世界
650	113.043872,28.232186	马栏山世界之窗海底世界广电中心斜对面(西湖楼旁)	开福区	长沙市	B02DB108GD	[]	西湖家庭宾馆(金马路)	湖南省	0731-88922876;15802679840	住宿服务;旅馆招待所;旅馆招待所	100200	113.043872	28.232186	海底世界
651	103.908859,30.603409	双楠大道88号海滨城购物中心	双流区	成都市	B0FFFOWCK9	[]	浩海立方海洋馆	四川省	028-85755566;028-85755588	风景名胜;公园广场;水族馆	110104	103.908859	30.603409	海底世界
652	119.558395,39.904895	海港西浴场新澳海底世界西侧	海港区	秦皇岛市	B0FFHOUD68	[]	御品第一观	河北省	[]	餐饮服务;餐饮相关场所;餐饮相关	050000	119.558395	39.904895	海底世界
653	113.304749,23.143976	先烈中路120号动物园广州海洋馆海底世界内	越秀区	广州市	B0FFG23WQM	[]	心心相连留影区	广东省	[]	风景名胜;风景名胜;风景名胜	110200	113.304749	23.143976	海底世界
654	109.656380,18.232913	吉阳镇亚龙湾海底世界酒店	吉阳区	三亚市	B03830N4YB	[]	海之恋特色小吃	海南省	[]	餐饮服务;中餐厅;特色/地方风味餐厅	050118	109.656380	18.232913	海底世界
655	113.304749,23.143976	先烈中路120号动物园广州海洋馆海底世界内	越秀区	广州市	B0FFGGXKP5	[]	自然生态缸	广东省	[]	风景名胜;风景名胜相关;旅游景点	110000	113.304749	23.143976	海底世界
656	118.070689,24.445453	鼓浪屿锦祥路14号(近海底世界)	思明区	厦门市	B02500TCM4	[]	有间客栈(锦祥路)	福建省	0592-2066088;18059888992	住宿服务;旅馆招待所;旅馆招待所	100200	118.070689	24.445453	海底世界
657	120.333865,36.057265	南区南金口一路42号(近栈桥、火车站,青岛海底世界、鲁迅公园、海军博物馆)	市南区	青岛市	B0214115ZC	[]	青岛滨海小筑	山东省	18660298056;15336428866	住宿服务;住宿服务相关;住宿服务相关	100000	120.333865	36.057265	海底世界
658	118.843767,32.052515	石象路7号中山陵园风景区	玄武区	南京市	B0FFFS09B3	[]	钟山风景区-钟山艺文苑街区	江苏省	[]	风景名胜;风景名胜;风景名胜	110200	118.843767	32.052515	海底世界
659	113.304749,23.143976	先烈中路120号动物园广州海洋馆海底世界内	越秀区	广州市	B0FFG1XCSR	[]	美人鱼表演	广东省	[]	风景名胜;公园广场;动物园	110102	113.304749	23.143976	海底世界
660	113.304749,23.143976	先烈中路120号动物园广州海洋馆海底世界内	越秀区	广州市	B0FFG1PRH7	[]	潜水戏鱼表演	广东省	[]	风景名胜;公园广场;动物园	110102	113.304749	23.143976	海底世界
661	113.304749,23.143976	先烈中路120号动物园广州海洋馆海底世界内	越秀区	广州市	B0FFG1POT8	[]	人鲨共舞表演	广东省	[]	风景名胜;公园广场;动物园	110102	113.304749	23.143976	海底世界
662	119.55891,39.907599	新澳海底世界西行100米路北	海港区	秦皇岛市	B0FFF5J5YT	[]	金梦海湾8号	河北省	[]	商务住宅;住宅区;住宅小区	120302	119.55891	39.907599	海底世界
663	113.304749,23.143976	先烈中路120号动物园广州海洋馆海底世界内	越秀区	广州市	B0FFG2D6WL	[]	广州动物园-广州海洋馆-鸬鹚	广东省	[]	风景名胜;风景名胜;风景名胜	110200	113.304749	23.143976	海底世界
664	113.305115,23.143707	先烈中路120号动物园广州海洋馆海底世界内	越秀区	广州市	B0FFG22W7R	[]	广州动物园-广州海洋馆-圆柱缸	广东省	[]	风景名胜;风景名胜;风景名胜	110200	113.305115	23.143707	海底世界
665	119.560135,39.904976	金梦海湾片区,河滨路南侧(新澳海底世界西50米)	海港区	秦皇岛市	B0FFF4NMZD	[]	金梦海湾·第一观	河北省	0335-8886999	商务住宅;住宅区;住宅小区	120302	119.560135	39.904976	海底世界
666	109.134346,21.485619	北部湾东路阳光东海岸3楼(近海底世界南珠宫博物馆)	海城区	北海市	B0FFGG7KWS	[]	海洋主题假日酒店	广西壮族自治区	0779-2211166	住宿服务;宾馆酒店;宾馆酒店	100100	109.134346	21.485619	海底世界
667	118.070220,24.446088	鼓浪屿福州路64号(海底世界海洋公园后面,誉海特产店二楼)	思明区	厦门市	B0FFGY5KNN	[]	鼓浪屿私屿咖啡旅馆	福建省	0592-2683585;0592-2085980;18659203362	住宿服务;旅馆招待所;旅馆招待所	100200	118.070220	24.446088	海底世界
668	119.565566,39.910415	文涛路2号(新澳海底世界对面)	海港区	秦皇岛市	B0FFFS1C1W	[]	秦皇岛观海公寓	河北省	0335-5281198;13081842220;18830397087	住宿服务;宾馆酒店;宾馆酒店	100100	119.565566	39.910415	海底世界
669	120.334580,36.057485	南区金口一路43号(近青岛海底世界)(近金山支路)	市南区	青岛市	B0FFFWMBIB	[]	青岛恋海小筑度假别墅	山东省	[]	住宿服务;住宿服务相关;住宿服务相关	100000	120.334580	36.057485	海底世界
670	120.154365,30.236172	龙井路1号杭州西湖风景名胜区内	上城区	杭州市	B023B1CLRR	[]	芳汀过雨	浙江省	0571-87070551	风景名胜;风景名胜;风景名胜|餐饮服务;茶艺馆;茶艺馆|生活服务;生活服务场所;生活服务场所	110200|050600|070000	120.154365	30.236172	海底世界
671	119.555667,39.904468	河滨路8号兴龙香玺海6号楼,近新澳海底世界	海港区	秦皇岛市	B0FFGZDFK2	[]	秦皇岛香玺海亚朵酒店	河北省	0335-3535577;0335-3535901	住宿服务;住宿服务相关;住宿服务相关	100000	119.555667	39.904468	海底世界
672	113.078921,28.231328	星沙二区十八栋108号(距星沙汽车站800米距离,距世界之窗、海底世界、广电中心2公里距离)	长沙县	长沙市	B02DB05NRM	[]	德星宾馆	湖南省	18670082450	住宿服务;宾馆酒店;宾馆酒店	100100	113.078921	28.231328	海底世界
673	119.554472,39.903458	河滨路新澳海底世界西行500米	海港区	秦皇岛市	B0FFFH9X7J	[]	真味海鲜坊	河北省	0335-8641958	餐饮服务;中餐厅;海鲜酒楼	050119	119.554472	39.903458	海底世界
674	118.069856,24.444936	鼓浪屿龙头路193号(近厦门海底世界)	思明区	厦门市	B02500T4VZ	[]	伊亚家庭旅馆	福建省	0592-2061818	住宿服务;旅馆招待所;旅馆招待所	100200	118.069856	24.444936	海底世界
675	118.070360,24.445536	鼓浪屿风景区龙头路458-462号(三丘田码头、海底世界和小吃街)	思明区	厦门市	B02500V4J7	[]	依佳驿栈印象店	福建省	0592-5173691	住宿服务;宾馆酒店;宾馆酒店	100100	118.070360	24.445536	海底世界
676	120.894952,31.967589	桃园路9号(体育会展中心内)	崇川区	南通市	B02010VX8N	[]	南通青旅旅业	江苏省	0513-68581708;0513-68581709;15106298785	住宿服务;住宿服务相关;住宿服务相关	100000	120.894952	31.967589	海底世界
677	120.330507,36.057338	莱阳路47号(临近鲁迅公园,海军博物馆,海底世界,等景点)	市南区	青岛市	B0FFH4U8AV	[]	公寓家常菜馆	山东省	0532-82865223	餐饮服务;中餐厅;中餐厅	050100	120.330507	36.057338	海底世界
678	113.055840,28.231457	三一大道501号长沙海底世界内	开福区	长沙市	B0FFI46VKY	[]	极地海洋馆-检票处(出口)	湖南省	[]	风景名胜;风景名胜相关;旅游景点	110000	113.055840	28.231457	海底世界
679	113.055579,28.232854	三一大道501号长沙海底世界水上乐园内	开福区	长沙市	B0FFG3R7ZJ	[]	山洞隧道	湖南省	[]	交通设施服务;交通服务相关;交通服务相关	150000	113.055579	28.232854	海底世界
680	119.608109,39.920018	海滨路20号	海港区	秦皇岛市	B014F0T384	[]	华旅国际旅行社	河北省	[]	生活服务;旅行社;旅行社	070100	119.608109	39.920018	海底世界
681	113.304749,23.143976	先烈中路120号动物园广州海洋馆海底世界内	越秀区	广州市	B0FFGGXC2O	[]	广州动物园-广州海洋馆-企鹅馆	广东省	[]	风景名胜;公园广场;动物园	110102	113.304749	23.143976	海底世界
682	109.134500,21.490330	茶亭路33号香格里拉大酒店泳池旁(近海滨公园海底世界)	海城区	北海市	B0FFFEQOEX	[]	香格里拉大酒店池畔吧	广西壮族自治区	[]	体育休闲服务;娱乐场所;酒吧	080304	109.134500	21.490330	海底世界
683	116.306594,39.918586	西三环中路11号中央广播电视塔太平洋海底世界博览馆内	海淀区	北京市	B0FFGJRG73	[]	公共厕所	北京市	[]	公共设施;公共厕所;公共厕所	200300	116.306594	39.918586	海底世界
684	116.306335,39.918930	西三环中路11号中央广播电视塔太平洋海底世界博览馆内	海淀区	北京市	B0FFFDHAFZ	[]	中央电视塔-海豹湾喂食区	北京市	[]	风景名胜;风景名胜相关;旅游景点	110000	116.306335	39.918930	海底世界
685	113.304749,23.143976	先烈中路120号动物园广州海洋馆海底世界内	越秀区	广州市	B0FFGGX2TP	[]	广州动物园-广州海洋馆-射水鱼	广东省	[]	风景名胜;风景名胜相关;旅游景点	110000	113.304749	23.143976	海底世界
